City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,alaior,39.9303,4.1404,69.55,56,20,21.85,ES,1682869127
364,vila do maio,15.1333,-23.2167,92.19,79,28,14.27,CV,1682869129
365,opuwo,-18.0607,13.84,87.26,20,47,9.35,NA,1682869130
366,cornwall,45.0181,-74.7281,60.04,76,100,14.97,CA,1682868997
367,wakiso,0.4044,32.4594,64.65,97,100,1.19,UG,1682869132
368,kayangel,8.0823,134.7173,82.29,80,100,14.63,PW,1682869133
369,geneina,13.45,22.45,94.71,11,58,5.17,SD,1682869134
370,horta,38.5333,-28.6333,64.04,75,20,20.71,PT,1682869135
371,ketchikan,55.3422,-131.6461,46.87,87,100,5.75,US,1682868932
372,angaur state,6.906,134.13,82.87,78,100,8.97,PW,1682869138
373,hobyo,5.3505,48.5268,84.81,75,100,13.91,SO,1682869139
374,bor,56.3567,44.0669,51.73,81,100,14.41,RU,1682869140
375,santa elena de uairen,4.6167,-61.1333,83.55,47,98,6.22,VE,1682869141
376,wlodawa,51.55,23.55,58.95,48,48,12.24,PL,1682869142
377,sal rei,16.1833,-22.9167,80.8,65,20,14.97,CV,1682869145
378,bridgewater,44.3835,-64.5155,48.67,74,100,18.41,CA,1682868665
379,piti village,13.4626,144.6933,81.48,83,20,12.66,GU,1682869147
380,acarau,-2.8856,-40.12,84.24,74,91,11.03,BR,1682869148
381,gereida,11.2811,25.1414,94.95,22,69,5.79,SD,1682869149
382,atuncolla,-15.6833,-70.15,59.05,33,8,3.96,PE,1682869150
383,dhromolaxia,34.8755,33.5868,69.04,61,20,18.41,CY,1682869152
384,vila velha,-20.3297,-40.2925,78.75,86,100,10.36,BR,1682869153
385,yamada,39.4667,141.95,49.53,75,97,7.7,JP,1682869154
386,prince george,53.9166,-122.753,49.44,66,0,2.3,CA,1682868923
387,charlottetown,46.2352,-63.1267,54.77,57,100,7.0,CA,1682869156
388,novaya igirma,57.1334,103.9112,24.85,94,86,4.29,RU,1682869157
389,kindia,10.0569,-12.8658,100.54,17,10,3.36,GN,1682869158
390,revda,56.801,59.9303,45.59,61,100,9.84,RU,1682869160
391,beau vallon,-20.4189,57.6953,79.03,83,75,0.0,MU,1682869161
392,nuuk,64.1835,-51.7216,32.61,86,20,18.41,GL,1682869162
393,biltine,14.5333,20.9167,99.41,8,14,9.4,TD,1682869163
394,yigo village,13.5361,144.8886,79.92,82,75,12.66,GU,1682869164
395,berrahal,36.8353,7.4533,74.93,68,7,17.11,DZ,1682869165
396,shangrao,28.4532,117.9686,59.29,75,50,0.92,CN,1682869167
397,elverum,60.8819,11.5623,41.31,86,5,4.68,NO,1682868887
398,labytnangi,66.6572,66.4183,18.61,92,5,3.76,RU,1682869169
399,fort bragg,35.139,-79.006,71.82,96,100,4.61,US,1682868961
400,pionerskiy,54.9508,20.2275,47.75,65,1,13.8,RU,1682869171
401,waat,51.1454,6.4958,66.88,51,0,8.05,DE,1682869173
402,zouerate,22.7187,-12.4521,103.57,7,0,12.12,MR,1682869174
403,masallatah,32.6167,14.0,81.41,36,99,9.4,LY,1682869175
404,sofo-birnin-gwari,11.0154,6.7804,92.59,23,78,2.57,NG,1682869176
405,hausjarvi,60.7833,24.9333,42.13,85,100,11.14,FI,1682869177
406,khash,28.2211,61.2158,64.42,55,64,7.76,IR,1682869178
407,chichiriviche,10.9333,-68.2772,83.73,77,78,11.5,VE,1682869179
408,vinton,37.281,-79.897,63.97,90,100,5.75,US,1682869181
409,laojunmiao,39.8333,97.7333,55.38,15,100,10.67,CN,1682869182
410,melfi,40.9965,15.6514,58.5,92,100,3.02,IT,1682869183
411,levuka,50.1834,-105.4011,42.62,52,21,5.28,CA,1682869184
412,ankazoabo,-22.2833,44.5167,71.51,53,0,6.93,MG,1682869185
413,urumqi,43.801,87.6005,65.35,37,75,2.24,CN,1682869187
414,tvoroyri,61.5556,-6.8111,36.77,74,100,19.57,FO,1682869190
415,san ignacio,17.1561,-89.0714,80.74,74,100,6.91,BZ,1682869191
416,aqaba,29.5267,35.0078,80.46,18,0,16.11,JO,1682869192
417,kapa'a,22.0752,-159.319,73.72,80,100,12.66,US,1682869193
418,chernushka,56.5072,56.0766,56.98,81,86,7.96,RU,1682869194
419,san luis de la loma,17.2706,-100.8939,84.79,53,9,5.14,MX,1682869196
420,ambovombe,-25.1667,46.0833,71.98,86,91,9.75,MG,1682869197
421,constitucion,-35.3333,-72.4167,59.25,65,16,3.56,CL,1682869198
422,baracoa,20.3467,-74.4958,86.83,59,100,4.27,CU,1682869199
423,camocim,-2.9022,-40.8411,83.64,77,86,7.9,BR,1682868924
424,lucas,41.6501,-83.6666,51.76,69,75,13.8,US,1682869201
425,saint-joseph,-21.3667,55.6167,77.38,83,33,8.81,RE,1682869203
426,syumsi,57.1111,51.6149,51.53,65,95,8.12,RU,1682869204
427,imbituba,-28.24,-48.6703,77.86,59,0,14.76,BR,1682868929
428,tromso,69.6496,18.957,45.37,52,20,19.57,NO,1682869207
429,oakham,52.6667,-0.7333,60.42,63,75,12.66,GB,1682869208
430,singkil,-7.9855,111.4161,76.23,94,58,3.04,ID,1682869210
431,fernie,49.5,-115.0687,50.09,66,17,1.12,CA,1682869211
432,cole harbour,44.6724,-63.4751,52.18,69,99,13.8,CA,1682869212
433,minsk mazowiecki,52.1794,21.5725,59.4,54,4,11.79,PL,1682869213
434,brigantine,39.4101,-74.3646,57.04,98,100,12.66,US,1682869049
435,kavaratti,10.5669,72.642,84.02,73,99,4.83,IN,1682869215
436,harstad,68.799,16.5293,42.19,97,91,18.99,NO,1682869217
437,tobol,52.6844,62.5794,59.04,34,38,10.22,KZ,1682869218
438,chato,-2.6378,31.7669,68.0,89,100,5.35,TZ,1682869219
439,vernon,50.2581,-119.2691,66.11,44,54,3.44,CA,1682869067
440,roma,43.2128,-75.4557,55.72,94,100,11.5,US,1682869221
441,tommot,58.9564,126.2925,26.31,97,82,2.68,RU,1682869222
442,vanimo,-2.6741,141.3028,78.87,88,90,3.6,PG,1682869224
443,santa cruz,-17.8,-63.1667,86.05,66,40,25.32,BO,1682869225
444,oxapampa,-10.5775,-75.4017,74.71,54,38,5.35,PE,1682869226
445,usogorsk,63.4106,48.6872,33.3,97,94,3.83,RU,1682869227
446,lincoln city,44.9582,-124.0179,52.7,96,100,5.01,US,1682869228
447,bubaque,11.2833,-15.8333,77.04,79,7,10.63,GW,1682869230
448,villa gesell,-37.2639,-56.973,68.56,82,99,17.0,AR,1682869231
449,kapenguria,1.2511,35.0895,57.54,96,100,2.17,KE,1682869232
450,singleton,-32.5667,151.1833,55.98,76,44,1.99,AU,1682869233
451,takanabe,32.1333,131.5,58.89,87,100,5.55,JP,1682869234
452,swift current,50.2834,-107.8014,50.81,37,0,13.8,CA,1682869235
453,lautoka,-17.6167,177.4667,73.26,94,20,0.0,FJ,1682869236
454,arkhangel'sk,64.5401,40.5433,50.11,53,40,11.18,RU,1682869238
455,khuzdar,27.7384,66.6434,70.21,45,9,4.16,PK,1682869239
456,toba,34.4833,136.85,59.0,54,92,15.12,JP,1682869240
457,guerrero negro,27.9769,-114.0611,61.84,75,99,13.27,MX,1682869241
458,sitka,57.0531,-135.33,48.09,87,100,3.44,US,1682869242
459,vryburg,-26.9566,24.7284,73.94,19,0,8.9,ZA,1682869243
460,puerto baquerizo moreno,-0.9,-89.6,83.39,84,20,4.61,EC,1682869245
461,pisco,-13.7,-76.2167,73.45,73,100,8.05,PE,1682869246
462,sisimiut,66.9395,-53.6735,32.97,83,25,13.11,GL,1682869248
463,hailar,49.2,119.7,40.64,34,11,8.84,CN,1682869250
464,igarka,67.4667,86.5833,22.64,83,7,20.58,RU,1682869251
465,ogden,41.223,-111.9738,71.29,33,0,19.57,US,1682869252
466,roseburg north,43.2645,-123.3033,50.56,72,100,0.0,US,1682869254
467,medina,24.4686,39.6142,90.03,7,0,13.8,SA,1682869255
468,broken hill,-31.95,141.4333,53.24,53,13,3.4,AU,1682869256
469,waimea,20.0231,-155.6717,60.53,94,15,7.87,US,1682869258
470,hami,42.8,93.45,70.84,13,100,8.28,CN,1682869259
471,camana,-16.6228,-72.7111,72.66,73,29,12.01,PE,1682869261
472,marsa alam,25.0757,34.8918,73.51,51,0,9.51,EG,1682869262
473,thunder bay,48.4001,-89.3168,39.18,70,100,17.27,CA,1682868976
474,coahuayana de hidalgo,18.7,-103.6583,84.54,32,1,3.71,MX,1682869265
475,alaghsas,17.0187,8.0168,105.69,12,20,6.91,NE,1682869266
476,sidi khaled,34.387,4.9879,90.23,18,46,22.01,DZ,1682869268
477,ban selaphum,16.0167,103.95,82.06,61,37,8.3,TH,1682869270
478,markala,13.7021,-6.0659,103.35,13,11,3.78,ML,1682869199
479,chandauli,25.2667,83.2667,73.45,64,100,4.88,IN,1682869272
480,kolonia town,6.964,158.206,83.17,81,97,18.5,FM,1682869273
481,san jeronimito,17.55,-101.3333,83.7,56,11,3.96,MX,1682869274
482,alliston,44.1501,-79.8663,53.22,87,100,9.22,CA,1682869276
483,wenchang,30.904,118.4887,58.3,67,0,5.1,CN,1682869278
484,pandan,14.0453,124.1694,80.13,88,50,5.66,PH,1682869279
485,flin flon,54.7682,-101.865,40.84,70,20,4.61,CA,1682869280
486,marabba,12.35,32.1833,98.44,12,93,6.58,SD,1682869281
487,potosi,-19.5836,-65.7531,60.49,12,0,5.48,BO,1682869282
488,new plymouth,-39.0667,174.0833,61.32,70,91,14.79,NZ,1682869284
489,amungan,15.3652,119.9582,78.3,77,100,4.76,PH,1682869285
490,adrar,20.5022,-10.0711,105.24,4,0,8.52,MR,1682869286
491,peniche,39.3558,-9.3811,71.08,76,7,17.85,PT,1682869287
492,belyy yar,53.6039,91.3903,40.89,45,0,8.95,RU,1682869288
493,fort william,56.8165,-5.1121,55.31,87,100,3.51,GB,1682869290
494,egilsstadir,65.2653,-14.3948,39.11,45,40,19.57,IS,1682869291
495,pullman,46.7313,-117.1796,69.71,42,0,15.01,US,1682869292
496,laguna,38.421,-121.4238,63.95,72,0,9.22,US,1682869293
497,okhotsk,59.3833,143.3,24.96,91,100,5.57,RU,1682869294
498,kemijarvi,66.7131,27.4306,33.22,99,100,8.99,FI,1682869295
499,lashio,22.9333,97.75,70.5,59,1,2.71,MM,1682869297
500,touros,-5.1989,-35.4608,83.1,77,48,11.59,BR,1682869298
501,jurm,36.8648,70.8342,63.3,41,27,1.81,AF,1682869299
502,praia da vitoria,38.7333,-27.0667,71.85,56,20,17.4,PT,1682869300
503,bamboo flat,11.7,92.7167,84.11,68,95,4.99,IN,1682869301
504,contai,21.7786,87.7536,86.36,53,97,9.91,IN,1682869302
505,murashi,59.3999,48.9615,45.25,68,100,4.25,RU,1682869303
506,zemio,5.0314,25.1361,69.24,97,100,2.15,CF,1682869305
507,qalat,32.1058,66.9083,64.08,45,64,5.5,AF,1682869306
508,urucui,-7.2294,-44.5561,88.3,56,79,3.51,BR,1682869307
509,bandar-e anzali,37.4727,49.4622,68.11,89,47,4.94,IR,1682869308
510,san rafael del yuma,18.4299,-68.6739,84.4,54,58,11.16,DO,1682869309
511,baikonur,45.6167,63.3167,75.6,20,0,12.48,KZ,1682869310
512,karkira,36.9292,6.5856,69.3,74,20,14.14,DZ,1682869311
513,okhansk,57.7186,55.3877,48.27,83,100,9.48,RU,1682869313
514,daru,-9.0763,143.2092,79.03,88,98,11.97,PG,1682869314
515,seguela,7.9611,-6.6731,88.18,47,81,3.83,CI,1682869315
516,krasnyye baki,57.131,45.1599,49.46,65,100,12.03,RU,1682869316
517,nelson bay,-32.7167,152.15,61.0,73,78,10.0,AU,1682869317
518,chimoio,-19.1164,33.4833,75.06,69,75,1.83,MZ,1682869318
519,lata,40.1629,-8.3327,80.92,44,82,13.0,PT,1682869319
520,bei'an,24.5399,109.533,63.25,63,18,3.11,CN,1682869322
521,chibougamau,49.9168,-74.3659,42.42,87,100,13.8,CA,1682869323
522,saint-pierre,-21.3393,55.4781,78.48,73,0,11.5,RE,1682869324
523,praia,14.9215,-23.5087,91.94,29,20,19.57,CV,1682869325
524,santa rita,-7.1139,-34.9781,86.67,74,75,12.66,BR,1682869302
525,coquimbo,-29.9533,-71.3436,67.73,77,20,10.36,CL,1682869108
526,sebring,27.4956,-81.4409,78.89,60,100,18.41,US,1682868993
527,gagra,43.3283,40.2239,52.72,85,68,9.46,GE,1682869330
528,okeechobee,27.2439,-80.8298,75.22,74,100,18.41,US,1682869032
529,kandi,11.1342,2.9386,101.48,19,28,4.18,BJ,1682869332
530,hilo,19.7297,-155.09,69.28,95,100,8.05,US,1682869333
531,christchurch,-43.5333,172.6333,53.91,91,100,2.3,NZ,1682869206
532,ternate,0.8,127.4,81.64,76,65,1.59,ID,1682869336
533,obo,5.3998,26.4869,69.75,94,96,0.89,CF,1682869337
534,tutoia,-2.7619,-42.2744,83.34,78,95,10.63,BR,1682869339
535,tilcara,-23.5776,-65.3509,68.67,13,5,2.82,AR,1682869341
536,hirara,24.8,125.2833,71.87,94,100,17.27,JP,1682869342
537,bac lieu,9.285,105.7244,83.64,76,52,14.65,VN,1682869344
538,vikulovo,56.8167,70.6107,38.8,56,100,6.08,RU,1682869345
539,talara,-4.5772,-81.2719,84.96,70,0,8.05,PE,1682869346
540,nouadhibou,20.931,-17.0347,76.98,61,0,18.41,MR,1682869347
541,chernyshevskiy,63.0128,112.4714,14.0,97,44,2.37,RU,1682869348
542,staritsa,56.5075,34.9354,47.43,67,100,9.95,RU,1682869349
543,samraong,12.4526,105.5873,79.07,77,95,2.77,KH,1682869351
544,kertih,4.5141,103.4483,78.82,94,62,0.0,MY,1682869352
545,balashov,51.5502,43.1667,59.36,89,100,15.03,RU,1682869353
546,brokopondo,4.75,-55.1667,84.99,61,69,1.81,SR,1682869354
547,idri,27.5,13.2667,94.5,10,2,6.91,LY,1682869356
548,chom bueng,13.62,99.5917,82.0,70,59,2.62,TH,1682869357
549,berdigestyakh,62.0989,126.6992,30.02,94,49,8.43,RU,1682869358
550,kununurra,-15.7667,128.7333,71.58,83,68,0.0,AU,1682869360
551,novodvinsk,64.4165,40.8122,49.75,95,54,10.09,RU,1682869361
552,neyriz,29.1988,54.3278,72.95,18,5,5.48,IR,1682869362
553,gaiman,-43.2897,-65.4929,57.31,32,40,14.79,AR,1682869363
554,olavarria,-36.8927,-60.3225,56.37,88,100,21.25,AR,1682869364
555,makhambet,47.6667,51.5833,83.86,20,31,20.29,KZ,1682869365
556,carmo do rio claro,-20.9719,-46.1189,77.81,57,24,3.58,BR,1682869366
557,kijang,35.2442,129.2139,55.13,55,0,11.1,KR,1682869368
558,jaguey grande,22.5269,-81.1286,86.67,58,99,15.21,CU,1682869369
559,castillos,-34.1667,-53.8333,80.44,46,31,12.86,UY,1682869370
560,salalah,17.0151,54.0924,86.09,79,40,9.22,OM,1682869371
561,mana,5.6592,-53.7767,85.03,67,58,10.76,GF,1682869372
562,solnechnyy,50.7214,136.6319,30.07,74,99,7.61,RU,1682869373
563,kargat,55.1956,80.2811,32.92,63,91,10.2,RU,1682869375
564,la'ie,21.6477,-157.9253,73.11,79,3,15.08,US,1682869376
565,itoman,26.1247,127.6694,71.62,83,100,11.5,JP,1682869311
566,parabel',58.6978,81.4825,30.56,91,100,14.67,RU,1682869378
567,zhangye,38.9342,100.4517,60.44,15,76,13.65,CN,1682869379
568,siparia,10.1333,-61.5,90.82,61,83,12.95,TT,1682869380
569,chimbote,-9.0853,-78.5783,78.06,75,52,9.95,PE,1682869382
570,kavieng,-2.5744,150.7967,82.78,77,56,8.59,PG,1682869383
571,mogocha,53.7333,119.7667,36.34,65,16,3.2,RU,1682869384
572,neryungri,56.6709,124.6491,29.79,97,100,3.31,RU,1682869385
573,jagna,9.6531,124.3697,79.99,86,100,8.25,PH,1682869386
574,broome,42.2506,-75.833,54.46,88,100,12.66,US,1682869387
575,kone,-21.0595,164.8658,71.1,90,100,4.18,NC,1682869389
576,dzuunmod,48.2199,97.3744,43.47,50,77,9.01,MN,1682869390
577,essaouira,31.5125,-9.77,83.7,47,34,20.71,MA,1682869391
